Gender,Major,Program,GPA
Female,PhD,CHD,8.040220347232562
Male,B.Tech,ECE,5.275669493867985
Male,PhD,ECE,8.19031949968399
Male,B.Tech,CSE,7.140764870344543
Male,B.Tech,CSE,8.496976689678448
Female,B.Tech,ECE,7.466025427586299
Male,B.Tech,CSE,5.291119686366665
Male,B.Tech,CSE,7.045168944108706
Male,B.Tech,ECE,7.147147942442153
Female,B.Tech,CHD,8.425225030177577
Male,B.Tech,ECE,5.779190547292075
Male,B.Tech,CSE,7.342891623056079
Male,B.Tech,ECE,8.669072207337836
Female,B.Tech,CHD,7.8647467798001
Male,B.Tech,CHD,6.906079757137554
Female,B.Tech,CSE,7.453071661806416
Male,B.Tech,ECE,6.639189439547477
Male,B.Tech,ECE,7.591544416743662
Male,B.Tech,ECE,7.2274723918456365
Female,B.Tech,ECE,7.358276759532189
Male,PhD,CHD,9.047526699570822
Female,B.Tech,CSE,7.669873863852381
Female,MS,CSE,7.750112016366338
Female,MS,ECE,7.435719330400126
Male,PhD,CND,8.705236831413833
Male,MS,ECE,7.452527553504369
Other,B.Tech,ECE,6.991340124357408
Male,B.Tech,ECE,6.307750517289822
Male,B.Tech,ECE,7.115551973230343
Female,B.Tech,CSE,7.23021706762864
Male,B.Tech,CSE,8.450139875991301
Male,B.Tech,ECE,7.313895036753338
Male,B.Tech,ECE,5.630852417135793
Female,MS,CHD,9.661305994894189
Female,B.Tech,CSE,7.9158460473237175
Male,B.Tech,CHD,7.440327701183731
Other,B.Tech,ECE,6.0256509583839915
Male,B.Tech,CSE,8.127831230940505
Female,PhD,CND,7.613285400150458
Male,MS,CSE,7.664032342284408
Female,MS,ECE,7.386784166724152
Female,B.Tech,CSE,6.669894203690102
Male,B.Tech,CSE,6.494466341468045
Male,MS,ECE,7.948307649818738
Male,B.Tech,CSE,8.317483089291933
Male,B.Tech,ECE,6.898085240729151
Male,B.Tech,CHD,5.3882091219025785
Male,B.Tech,ECE,7.310931625542603
Male,B.Tech,CSE,7.423771127411107
Male,B.Tech,ECE,7.351228459393464
Male,B.Tech,ECE,6.409907906956593
Female,MS,CND,6.239264234294421
Female,B.Tech,CSE,7.18468674817414
Male,B.Tech,CND,8.592192880555745
Male,B.Tech,CSE,6.26538825614868
Female,B.Tech,ECE,6.958443303433658
Male,B.Tech,ECE,6.294696339894889
Male,B.Tech,CSE,6.710275031993699
Male,B.Tech,ECE,7.495656721914092
Female,MS,ECE,7.858830250836829
Female,B.Tech,CSE,7.830041274073032
Male,PhD,ECE,8.66456404785229
Male,B.Tech,CSE,6.493209117135521
Female,MS,CSE,8.880159292646205
Male,B.Tech,ECE,7.3733618192544625
Male,B.Tech,ECE,6.786307691741288
Male,B.Tech,CHD,7.23073796865911
Male,B.Tech,ECE,7.367594786548742
Male,B.Tech,ECE,5.549160317729048
Female,B.Tech,CSE,7.671647402487929
Female,PhD,ECE,7.80316931208993
Male,B.Tech,CSE,8.01673239628188
Female,B.Tech,ECE,7.500779801572317
Male,B.Tech,CSE,7.035480831528359
Other,MS,CSE,7.7949319995209665
Male,MS,CSE,7.9192521492261285
Female,B.Tech,CSE,6.75117990991488
Female,MS,CHD,7.56549700885749
Female,B.Tech,CSE,6.51658381384439
Female,B.Tech,ECE,6.867283475170192
Female,B.Tech,ECE,4.821267276666266
Female,MS,ECE,7.223376257295371
Male,MS,CND,9.154079169704175
Female,B.Tech,ECE,7.828319659967532
Male,B.Tech,CHD,6.080129838895084
Male,B.Tech,CND,6.153215033630688
Male,B.Tech,ECE,7.000372451308923
Male,B.Tech,CSE,7.4386835204210575
Male,PhD,CHD,8.678920277607117
Male,B.Tech,CSE,7.454166197516531
Male,PhD,CHD,9.069237822130235
Female,B.Tech,CSE,6.8881421553236155
Male,MS,CND,8.638366449330885
Male,MS,CND,8.837995178647045
Male,B.Tech,ECE,8.894413731082519
Male,PhD,CND,8.55590868918052
Male,B.Tech,CHD,7.670146991235685
Male,PhD,CND,8.633218187780432
Male,B.Tech,CSE,6.510079634443707
Male,MS,CSE,7.349555146179697
Male,B.Tech,CSE,6.675783099453385
Male,MS,CND,8.065806213232646
Male,B.Tech,ECE,7.354620424650483
Male,B.Tech,CND,8.56077721682547
Female,B.Tech,ECE,7.434365002459384
Male,B.Tech,CHD,6.686010383535897
Male,B.Tech,CHD,8.141064268905174
Male,MS,CHD,9.221161687591016
Male,MS,ECE,6.803169255596528
Male,B.Tech,ECE,6.912003415815809
Female,PhD,CSE,8.067739416093088
Male,PhD,CND,8.548508190963258
Female,PhD,CSE,9.217762115806444
Female,B.Tech,CSE,6.797993687183776
Male,B.Tech,ECE,7.06727516595597
Female,B.Tech,CSE,7.396531740356948
Female,B.Tech,CSE,6.835358043729926
Male,MS,CND,7.976668971655647
Male,B.Tech,ECE,4.999431100993216
Male,B.Tech,CSE,8.374298032998258
Male,MS,CSE,7.356473507208424
Male,MS,CHD,6.326465798781875
Male,B.Tech,CSE,7.557507286693359
Male,MS,ECE,7.189179770931655
Female,B.Tech,CHD,5.637989191058888
Male,B.Tech,ECE,6.47547466246645
Male,B.Tech,ECE,6.2126025923476345
Male,B.Tech,ECE,9.08273852141975
Male,B.Tech,CSE,7.46810085676136
Male,B.Tech,CSE,6.564501173956915
Male,B.Tech,ECE,6.325133106692952
Female,PhD,CSE,7.272337307285307
Male,B.Tech,CSE,8.672133230438485
Male,B.Tech,ECE,7.135508897839742
Male,B.Tech,ECE,6.542240831882699
Female,PhD,CHD,7.870650454808167
Male,B.Tech,CND,7.025543602433981
Male,B.Tech,CSE,6.85563953383404
Male,B.Tech,ECE,7.88654775112584
Male,B.Tech,CHD,7.78234297786875
Female,B.Tech,ECE,7.944194248119427
Male,B.Tech,ECE,8.190214998928539
Male,PhD,CND,8.426071152921432
Male,B.Tech,CSE,8.464316586692222
Female,MS,CSE,7.610317985440103
Female,B.Tech,CSE,7.250416014733861
Male,B.Tech,CND,6.987536333886908
Male,B.Tech,CND,5.586673916044964
Male,B.Tech,ECE,5.084259680881853
Female,B.Tech,CSE,6.995931054902115
Male,B.Tech,CSE,5.933944815803417
Male,B.Tech,ECE,7.851772891434127
Male,B.Tech,CHD,7.149331274289196
Male,MS,ECE,8.600074657452657
Female,B.Tech,CND,6.987262088370502
Male,B.Tech,ECE,7.880903776155774
Male,MS,CHD,8.376859394607322
Male,PhD,CND,8.248384862365626
Male,B.Tech,CSE,7.776457371994245
Female,B.Tech,CSE,6.7707887802281705
Male,PhD,CHD,8.923834297023246
Male,B.Tech,ECE,5.552435218330182
Male,MS,CSE,8.86455227941905
Female,B.Tech,CND,6.080284387869106
Female,B.Tech,ECE,6.370767943845
Male,B.Tech,CHD,7.900720695640332
Male,B.Tech,ECE,8.169780233636423
Male,B.Tech,ECE,6.744109022842989
Male,B.Tech,ECE,5.828176449088896
Female,B.Tech,CHD,6.043525064588037
Male,B.Tech,ECE,6.365351162885261
Male,MS,CND,7.559799527670986
Female,B.Tech,CND,8.638790068217974
Male,B.Tech,CND,6.519138639761017
Male,B.Tech,CND,6.744013610263311
Male,B.Tech,CSE,5.661744093230571
Male,B.Tech,CSE,5.742414604024641
Male,B.Tech,ECE,7.759157723666574
Female,B.Tech,CHD,7.035899034852716
Male,MS,CSE,7.053035425551473
Male,MS,CHD,7.461126505985401
Male,B.Tech,CND,7.634424367393947
Male,B.Tech,CSE,5.822669571808179
Male,B.Tech,CSE,7.195980258163014
Female,B.Tech,ECE,7.86584411748841
Male,B.Tech,CSE,7.2501088411387675
Male,MS,ECE,8.541278215374977
Male,B.Tech,ECE,6.228840069267278
Male,B.Tech,ECE,7.4657076360813726
Female,MS,CSE,8.305243021661424
Male,B.Tech,CSE,8.770893008032449
Male,B.Tech,CSE,6.88570346005306
Male,B.Tech,CSE,4.724265801081309
Male,B.Tech,ECE,6.683839906136107
Male,B.Tech,ECE,6.862798883359825
Male,PhD,CHD,7.075682536270101
Male,B.Tech,CND,7.507537651266676
Male,B.Tech,ECE,7.298088086710701
Male,B.Tech,CSE,7.424143456129603
Male,B.Tech,ECE,4.864879148000016
Female,MS,CND,7.445156036301218
Female,B.Tech,ECE,7.961184006631924
Male,MS,ECE,8.041200642170232
Male,B.Tech,CHD,8.837552728761622
Male,B.Tech,CSE,8.09741702949323
Female,MS,CSE,6.85301007290146
Male,PhD,CHD,7.938116861621477
Female,B.Tech,CSE,5.835483341885078
Female,B.Tech,CHD,7.558289348330764
Male,B.Tech,CSE,9.792710748082941
Female,B.Tech,CSE,5.940548201059277
Male,B.Tech,CHD,6.220196764706491
Female,B.Tech,CSE,7.128635604716626
Male,B.Tech,CSE,7.230371886740815
Male,B.Tech,ECE,7.230011601870898
Male,B.Tech,CSE,8.054852714141328
Male,PhD,CSE,8.21391861406954
Male,B.Tech,CHD,7.330164624140622
Male,MS,CND,8.060643546327714
Male,MS,CHD,7.7572480053966535
Male,B.Tech,ECE,7.201236426934901
Male,MS,ECE,7.341709272459771
Male,B.Tech,CND,6.798634616604913
Female,MS,CSE,8.2530445456618
Male,B.Tech,ECE,6.793928828127734
Male,B.Tech,CSE,7.113246480263107
Female,MS,CHD,7.5828464889281495
Male,B.Tech,ECE,6.45143498061155
Female,B.Tech,ECE,8.703063930124618
Male,B.Tech,CSE,7.695645767122682
Female,B.Tech,CSE,6.7356274788358395
Female,B.Tech,CSE,5.544547780670392
Male,PhD,ECE,7.7788669600673295
Female,B.Tech,ECE,6.821378855985061
Male,B.Tech,CSE,6.337666919365325
Male,B.Tech,CSE,6.899948110464733
Female,B.Tech,CSE,7.309277979672524
Male,B.Tech,CSE,8.25881332223312
Male,B.Tech,ECE,6.396409822132255
Female,MS,ECE,7.194383557439065
Male,PhD,CSE,8.383128030557417
Female,MS,CHD,8.015352363906555
Male,B.Tech,CHD,5.528266215913506
Female,PhD,CND,8.204934244150751
Male,B.Tech,ECE,5.517551572705903
Female,B.Tech,ECE,7.490982347848317
Male,B.Tech,CSE,6.59431964583889
Female,B.Tech,ECE,6.2518647155757225
Male,B.Tech,CSE,8.287828853469263
Male,B.Tech,CSE,7.958391517619042
Male,MS,ECE,8.780130865557744
Male,B.Tech,CSE,7.777977228377346
Male,B.Tech,ECE,6.632204844929855
Male,B.Tech,CSE,7.236910030957751
Male,MS,ECE,8.739491032651605
Male,B.Tech,ECE,5.45568223036177
Male,MS,CSE,7.621770327186848
Female,MS,CND,8.617624309736081
Male,B.Tech,CND,7.193542582317628
Female,B.Tech,ECE,5.408055555907359
Male,B.Tech,CSE,9.611260942286023
Male,B.Tech,ECE,6.535994669446887
Female,B.Tech,ECE,6.499133500889729
Male,B.Tech,CHD,7.317546842117559
Male,B.Tech,CSE,7.813909695761825
Male,B.Tech,CSE,7.310778343837153
Male,B.Tech,CND,7.357830218742115
Male,B.Tech,CHD,5.555301759998361
Female,B.Tech,ECE,8.522787775432523
Male,B.Tech,CSE,4.885359492318322
Male,B.Tech,ECE,8.225528862399658
Female,B.Tech,ECE,6.436373988407403
Male,B.Tech,CSE,7.037825590417306
Male,B.Tech,ECE,7.231053263825491
Female,PhD,ECE,8.116582610569726
Male,B.Tech,ECE,7.687827938315712
Male,B.Tech,ECE,6.3397691752561816
Male,B.Tech,CSE,8.789886814258931
Female,B.Tech,CSE,6.828520619707353
Male,MS,CND,7.710857319969903
Male,B.Tech,CSE,5.509444394715775
Male,B.Tech,CSE,7.977390805512109
Male,B.Tech,ECE,8.161735032331775
Female,MS,ECE,6.818666771864262
Male,B.Tech,CSE,7.014298973404841
Male,PhD,CHD,7.045865681638824
Male,B.Tech,CND,5.902327800520921
Female,PhD,CND,8.814863422421588
Male,B.Tech,ECE,4.942087882348845
Male,B.Tech,CND,4.372855182133868
Male,B.Tech,ECE,7.213093111880509
Male,B.Tech,CND,7.61163359758053
Male,B.Tech,CSE,6.544020993634382
Male,PhD,CND,8.43209940569556
Male,MS,ECE,7.785541339718596
Female,PhD,CSE,8.668816136203485
Male,B.Tech,CSE,8.74297379602574
Other,B.Tech,CHD,4.8781780166200015
Female,MS,CND,8.980884921444902
Female,B.Tech,CSE,5.308094889588806
Male,B.Tech,CSE,8.049474983928278
Male,B.Tech,ECE,7.084442730512167
Male,B.Tech,ECE,7.825587597378066
Female,B.Tech,ECE,6.496833036006065
Female,B.Tech,ECE,7.443258866736194
Male,PhD,ECE,7.971428037477439
Male,B.Tech,CSE,7.065221112753082
Female,MS,ECE,8.695447425322827
Male,B.Tech,CND,7.785428620747056
Female,PhD,ECE,8.671213797091516
Male,B.Tech,CSE,5.39761145263038
Female,MS,ECE,7.435906540016814
Male,B.Tech,ECE,5.001350410047424
Male,B.Tech,CHD,8.110296219896288
Male,MS,ECE,7.4312295515735
Male,B.Tech,CSE,5.522906498434999
Male,PhD,ECE,8.755068274476256
Male,MS,ECE,7.157153349815552
Female,B.Tech,CSE,7.542626658730485
Male,B.Tech,CSE,6.766203122217848
Female,B.Tech,ECE,7.24567588448183
Female,B.Tech,CSE,7.038175876370862
Male,B.Tech,ECE,7.1988122752404164
Male,B.Tech,CND,7.982519270843869
Male,B.Tech,ECE,7.819129448721243
Male,B.Tech,CSE,7.522617941411736
Female,B.Tech,CND,6.598439066728403
Male,MS,CSE,8.932551815064604
Male,MS,ECE,8.349744391771715
Male,PhD,ECE,8.892817413025416
Male,MS,CHD,8.309087471779511
Male,B.Tech,ECE,7.484799852321074
Female,B.Tech,CSE,5.759055285717923
Female,MS,ECE,8.518105225401138
Male,MS,CSE,8.282463250145735
Male,MS,CSE,8.444365424194173
Male,B.Tech,CND,7.197677882849068
Male,B.Tech,CSE,4.89725288062057
Male,MS,CSE,9.248296403451095
Male,B.Tech,CSE,5.635632973592979
Female,B.Tech,CSE,7.46762586537406
Male,B.Tech,CSE,6.502170470784436
Male,MS,CHD,8.42346663876738
Male,B.Tech,ECE,5.423976303354145
Male,B.Tech,CND,7.723314610604855
Male,B.Tech,CSE,8.372667309861962
Male,MS,CND,7.315632841249001
Female,B.Tech,CSE,5.906399758477739
Female,PhD,CSE,8.396344624527867
Female,B.Tech,CSE,6.910353182390097
Female,B.Tech,ECE,9.852052692167707
Female,MS,CND,6.913625108726437
Male,B.Tech,ECE,4.098392290605275
Female,B.Tech,CSE,8.25990093859244
Male,B.Tech,ECE,6.796953407075286
Male,B.Tech,ECE,7.411363672347445
Female,B.Tech,CSE,5.382235910529579
Male,MS,ECE,8.455506948835138
Female,B.Tech,ECE,7.307681068148192
Female,B.Tech,CSE,6.395179546948105
Male,B.Tech,ECE,6.465789149895658
Male,B.Tech,CSE,6.4877430193335
Male,MS,CSE,8.612169506269908
Male,B.Tech,CSE,8.03477157169945
Female,MS,ECE,8.266723877446145
Female,B.Tech,CSE,6.77624326834192
Male,B.Tech,ECE,8.224328999098242
Female,PhD,CND,8.384159375362474
Male,B.Tech,ECE,5.4387381365976575
Male,MS,CND,7.842043016174721
Female,B.Tech,ECE,6.753530420870793
Female,B.Tech,ECE,7.310202213496276
Male,B.Tech,CSE,7.591982625344613
Male,MS,CND,7.968512827725611
Female,B.Tech,CSE,8.751266822676651
Female,B.Tech,CSE,8.902175811469567
Female,B.Tech,CHD,6.8867732804592405
Female,PhD,CHD,7.8079593140712396
Female,B.Tech,ECE,6.224091211769323
Male,B.Tech,ECE,5.981904039927139
Female,B.Tech,CSE,5.91829150564483
Male,B.Tech,CSE,7.682756248202992
Male,B.Tech,CSE,7.483106225191115
Female,B.Tech,CHD,7.570315156940312
Female,B.Tech,ECE,8.398463936971808
Male,B.Tech,CND,6.18703888873943
Male,MS,CND,7.246011226496573
Female,B.Tech,CSE,7.918124989350673
Male,B.Tech,ECE,8.129892806635791
Male,B.Tech,CSE,7.610861859840599
Female,B.Tech,ECE,8.146592341976264
Male,MS,ECE,6.937485329002769
Male,MS,ECE,7.6342638108887595
Male,B.Tech,ECE,7.603566335748174
Female,B.Tech,CSE,7.481450968283867
Female,B.Tech,ECE,5.826748118328119
Male,B.Tech,ECE,7.259024124579936
Female,PhD,CSE,7.876017026928435
Male,B.Tech,ECE,7.4656212191544435
Male,B.Tech,ECE,7.05435768738859
Male,PhD,CSE,7.130122582131128
Male,B.Tech,CSE,7.543831937714337
Male,B.Tech,CSE,7.012630547677633
Male,B.Tech,CSE,6.285072259660973
Female,MS,ECE,7.365180404557472
Female,PhD,CHD,7.668133725412227
Male,B.Tech,ECE,7.346238682964374
Female,MS,CND,9.655370908795671
Male,B.Tech,ECE,7.346738796827916
Male,B.Tech,CSE,8.118666016446722
Female,B.Tech,CHD,5.693562864665587
Male,B.Tech,CSE,6.388395854424271
Male,B.Tech,ECE,7.175114890727816
Female,B.Tech,ECE,7.6497473861611605
Male,B.Tech,CSE,6.9215821161161974
Female,MS,CHD,8.213363004357717
Male,B.Tech,ECE,6.7403906932520385
Male,B.Tech,CND,7.950834752146997
Male,B.Tech,ECE,8.006845030963383
Female,MS,CHD,8.295210350091613
Male,B.Tech,CSE,7.362519185607752
Female,B.Tech,ECE,7.066888145859345
Female,B.Tech,CSE,8.460776704462786
Male,B.Tech,CSE,6.742253606514436
Male,B.Tech,ECE,5.2630629195716345
Male,MS,CSE,8.589445514791418
Male,B.Tech,CND,7.106839683203032
Female,PhD,CHD,8.197650432201302
Female,MS,ECE,10.0
Male,B.Tech,ECE,7.416998875088295
Male,MS,CHD,7.103728047174547
Male,PhD,CSE,8.345887874328799
Male,PhD,CND,7.520610031994611
Male,MS,CND,6.9103444933355505
Female,B.Tech,CHD,9.006657347127952
Male,PhD,CHD,8.482450235797426
Male,B.Tech,CSE,7.002478121718216
Male,B.Tech,ECE,8.06902702143752
Female,B.Tech,CSE,5.60498638071616
Female,B.Tech,ECE,4.85929304941191
Other,B.Tech,ECE,7.269232629727135
Male,PhD,ECE,9.151145479368317
Male,B.Tech,ECE,6.9560967295476726
Female,B.Tech,CND,7.125541554778076
Female,B.Tech,CSE,8.988929542110286
Female,B.Tech,CHD,7.934509094343936
Male,PhD,CSE,8.011029050483039
Female,B.Tech,CSE,6.649367034441112
Male,B.Tech,CSE,6.649826341305404
Female,B.Tech,ECE,5.788167218535641
Male,B.Tech,CSE,7.611719442701434
Male,MS,CSE,8.167685051540184
Female,B.Tech,CSE,7.3862050853785615
Male,MS,ECE,7.559633624032814
Male,B.Tech,CND,9.124836801121722
Female,PhD,CND,8.221394356158164
Male,B.Tech,CSE,5.669966288447265
Male,B.Tech,ECE,7.148959830571517
Male,PhD,CHD,8.673080459450016
Male,MS,CHD,7.805755812048845
Male,B.Tech,CHD,5.75772561259679
Male,B.Tech,ECE,6.5580400314843725
Female,B.Tech,CND,5.823287576556519
Male,MS,CND,7.916151399910757
Male,B.Tech,ECE,5.895211080969254
Male,B.Tech,CSE,8.658390997000232
Male,B.Tech,ECE,7.579467704256279
Male,MS,CHD,7.367989018548869
Male,B.Tech,ECE,7.575838076691389
Female,B.Tech,ECE,7.176239480773183
Male,MS,CHD,7.2129477623949425
Female,B.Tech,ECE,6.698907629655379
Female,B.Tech,CHD,7.012893019874834
Female,MS,CSE,7.6430988698187745
Male,PhD,CHD,8.042618352330232
Male,B.Tech,CND,7.790334609514876
Female,B.Tech,CSE,6.56081824919458
Female,B.Tech,CSE,6.741177973031537
Male,B.Tech,CSE,8.196984919084805
Male,MS,ECE,7.995236711216107
Male,MS,ECE,8.350594187496705
Female,B.Tech,CSE,8.235266459853953
Female,B.Tech,ECE,7.236919443502295
Female,B.Tech,CSE,6.077337019990912
Male,MS,CSE,6.488905089485237
Female,B.Tech,CSE,6.87676223898805
Male,B.Tech,ECE,5.401098532256396
Male,PhD,CSE,7.992922037941223
Male,B.Tech,CSE,9.541495342159589
Male,B.Tech,CSE,6.606046157623062
Male,MS,CSE,8.24700327426461
Male,B.Tech,CSE,8.29348842303762
Male,B.Tech,CHD,8.434303666954754
Male,B.Tech,ECE,7.907549088601381
Male,MS,CSE,7.9400284288457925
Female,MS,CSE,8.509048402243199
Male,MS,ECE,9.524009875060099
Male,MS,ECE,7.136447439042123
Female,B.Tech,ECE,6.307481980117885
Male,MS,CSE,7.458800944258247
Male,B.Tech,ECE,6.184335954781911
Female,B.Tech,CSE,7.2573055909784685
Female,MS,ECE,8.093552927468089
Female,MS,ECE,7.85461284623535
Male,MS,CHD,7.901936445729952
Female,B.Tech,CND,5.876091375154152
Male,B.Tech,CND,7.104658305742921
Male,B.Tech,CSE,5.24731386897511
Female,B.Tech,CSE,7.726308927974406
Female,B.Tech,ECE,6.470428515206095
Female,B.Tech,CSE,5.9478472374888
Female,B.Tech,CSE,7.229958042125157
Male,B.Tech,CSE,6.9212676259215264
Male,B.Tech,CSE,6.957523286344349
Female,B.Tech,CHD,7.908119806932062
Male,B.Tech,CSE,6.185935293632879
Male,B.Tech,CND,7.881708096233079
Female,B.Tech,ECE,7.423380117040496
Male,B.Tech,CHD,9.089357159913895
Male,MS,CSE,8.670759606822998
Male,PhD,CHD,7.943143644051832
Male,B.Tech,CSE,6.661843794717697
Female,B.Tech,ECE,7.525730118466217
Male,B.Tech,CSE,7.336009559246154
Male,B.Tech,CND,7.397542902606629
Male,B.Tech,CSE,6.462098988463455
Female,B.Tech,ECE,7.037648597578174
Female,PhD,ECE,7.492332517127398
Male,B.Tech,CSE,8.448916982254193
Male,B.Tech,ECE,7.009638682086325
Male,B.Tech,ECE,8.425789819271177
Male,B.Tech,ECE,7.445071919652782
Male,B.Tech,ECE,6.290091533341366
Female,B.Tech,CHD,6.335652811426855
Female,B.Tech,CND,7.086899578712769
Male,B.Tech,CSE,8.072550676433229
Male,PhD,CSE,7.446013099301712
Male,B.Tech,CSE,6.10650102527742
Male,B.Tech,CSE,6.864057478849463
Male,PhD,CND,8.903997030326048
Male,B.Tech,CSE,6.086848865782522
Female,PhD,CSE,8.55376608758568
Male,B.Tech,CHD,6.188167408321744
Male,B.Tech,CHD,5.3787641632616925
Female,MS,CND,9.217564444049911
Female,B.Tech,CSE,7.497340975360112
Male,B.Tech,ECE,9.311360640822748
Male,B.Tech,ECE,6.324277336312661
Female,PhD,CHD,8.281675605528179
Female,B.Tech,CSE,6.882874040868562
Male,PhD,CND,8.374591165658597
Male,B.Tech,CND,6.093480206657092
Male,B.Tech,CND,7.590078654719442
Male,PhD,ECE,7.939121687458571
Female,B.Tech,ECE,7.924077734556739
Male,B.Tech,CSE,6.63525001535753
Female,B.Tech,CND,8.242750736009633
Female,B.Tech,ECE,8.374050484568304
Male,PhD,CSE,8.332527229923066
Female,B.Tech,CSE,6.124805711329776
Male,MS,CSE,9.635762046328319
Male,B.Tech,CND,7.157607716382801
Male,PhD,CHD,7.648526548784732
Male,B.Tech,ECE,8.213223383527144
Female,B.Tech,CSE,6.846842890473215
Male,PhD,CSE,7.740006718822374
Female,MS,CSE,7.759663769852671
Female,B.Tech,CSE,6.571070723308138
Male,B.Tech,ECE,6.997490990946269
Female,B.Tech,CSE,6.8273736228812725
Male,B.Tech,ECE,6.4426722429545835
Male,B.Tech,CSE,8.151984018687678
Male,B.Tech,CSE,7.430768105592979
Male,MS,CSE,8.235729928604679
Female,B.Tech,CHD,8.164323624493502
Male,B.Tech,CND,7.136513912186954
Male,MS,CHD,8.991993032337357
Male,MS,ECE,9.451969286650773
Female,MS,ECE,7.566985896857055
Female,B.Tech,CSE,6.19251571733136
Female,B.Tech,CND,6.988829146838205
Female,MS,ECE,9.409555930816202
Female,B.Tech,ECE,8.732668329355665
Male,B.Tech,ECE,6.150062528917858
Male,B.Tech,ECE,6.3524936752371195
Other,B.Tech,ECE,8.168438329872867
Other,MS,ECE,9.004441830727458
Female,B.Tech,CHD,7.150837678418693
Female,B.Tech,CSE,7.376140913418536
Male,B.Tech,CHD,8.710670587273144
Male,B.Tech,ECE,6.437861445958266
Male,B.Tech,CSE,7.5334775458620795
Female,B.Tech,CND,7.425461775338453
Male,B.Tech,ECE,5.968372356630685
Male,B.Tech,ECE,6.5989628362894335
Male,B.Tech,ECE,5.407947384049462
Female,B.Tech,CHD,7.45320955532571
Female,B.Tech,CSE,7.187595233054905
Male,B.Tech,CHD,5.7926558459795245
Male,B.Tech,CHD,5.585335346432828
Male,B.Tech,ECE,7.773700850057781
Male,B.Tech,CSE,7.239246672383156
Male,MS,CSE,8.531633892936302
Male,B.Tech,CHD,7.727655249646325
Male,B.Tech,CHD,7.753777399295478
Male,B.Tech,CHD,5.436812995806463
Female,MS,CND,8.235636564915
Male,MS,ECE,7.9242258135748775
Male,MS,CSE,7.378808254815552
Male,MS,CSE,8.060720948095025
Female,B.Tech,CHD,7.60384168599898
Male,B.Tech,ECE,5.741550049711756
Female,B.Tech,CND,5.9385198486288004
Male,B.Tech,CSE,5.553758643082433
Male,B.Tech,CSE,6.637755662432821
Female,B.Tech,ECE,7.938878289895904
Female,B.Tech,ECE,6.363437647897538
Male,MS,ECE,8.115029266361226
Male,B.Tech,ECE,5.203540887098543
Male,B.Tech,CSE,8.383506558905168
Male,PhD,ECE,8.222481568649332
Male,MS,CND,8.410077484411424
Male,B.Tech,CSE,5.200320368468761
Female,B.Tech,ECE,7.422201359221304
Male,MS,CND,8.505759778722288
Male,B.Tech,CHD,8.078631138928397
Male,B.Tech,CSE,7.3582299483484555
Male,B.Tech,ECE,5.933200214372089
Male,B.Tech,ECE,6.221595735302473
Female,B.Tech,ECE,6.199334670321829
Male,B.Tech,CND,6.364133650055307
Male,B.Tech,CSE,9.356640939132944
Other,B.Tech,ECE,8.19408422048989
Male,B.Tech,CND,5.366114323455063
Male,B.Tech,CSE,6.553912007866317
Male,B.Tech,ECE,5.541730794498963
Male,B.Tech,CSE,8.539496194476728
Male,B.Tech,ECE,6.851686682738123
Male,B.Tech,ECE,6.582640760755566
Female,B.Tech,ECE,5.20958255766078
Female,B.Tech,ECE,7.675849908862778
Female,MS,CSE,7.236567639150599
Male,B.Tech,CSE,6.839494071728066
Female,B.Tech,ECE,8.021911027164393
Male,B.Tech,ECE,8.10939749657179
Female,B.Tech,CSE,7.695208643427716
Male,MS,CSE,7.902002038172197
Male,B.Tech,ECE,7.255395966263814
Male,B.Tech,ECE,9.009681145848988
Male,B.Tech,ECE,5.870376593870322
Female,MS,CHD,7.3176065537465576
Male,B.Tech,CND,8.005082563823372
Male,MS,ECE,8.080046522303528
Female,B.Tech,CSE,4.655946472258318
Male,B.Tech,CSE,6.152112024311574
Male,MS,CSE,9.131808726281184
Male,B.Tech,ECE,7.1678812113304575
Female,B.Tech,CND,7.260099264925978
Female,B.Tech,ECE,5.054997694973616
Female,B.Tech,CSE,6.595915063610392
Female,B.Tech,CSE,7.210543647444904
Male,B.Tech,CSE,6.183577665600622
Male,B.Tech,CHD,4.4316474801184516
Male,B.Tech,ECE,6.5338871398562075
Female,PhD,CHD,8.338108877850694
Male,B.Tech,CHD,7.93844185978463
Male,B.Tech,ECE,6.820588035771104
Female,B.Tech,CSE,7.386781152994361
Male,B.Tech,CSE,4.905666418508112
Male,B.Tech,CHD,5.948720758767502
Female,MS,ECE,8.353541312086689
Female,PhD,CHD,7.9617073631417
Male,MS,CHD,8.61785456793059
Male,B.Tech,CSE,5.23352901796343
Female,B.Tech,CND,8.429637046825007
Male,MS,CSE,8.146162448569848
Male,B.Tech,ECE,7.488216268545774
Female,B.Tech,ECE,7.573433325493176
Female,B.Tech,ECE,6.755930697999763
Male,MS,CND,7.401224295393469
Female,B.Tech,CND,5.701160934482883
Male,B.Tech,CSE,7.717969191224162
Male,B.Tech,CHD,7.597251037119985
Male,B.Tech,CSE,7.649235684823374
Male,B.Tech,ECE,7.146475664497075
Male,B.Tech,CND,7.363235446922489
Other,MS,ECE,7.5779523907363995
Female,MS,ECE,7.139491986234625
Male,B.Tech,ECE,5.8453618667576634
Female,MS,CHD,7.676248859554955
Female,MS,CND,7.602676853266829
Female,B.Tech,ECE,5.629803673335741
Male,MS,CSE,6.8319404771337195
